,eid,citedby_count,publicationName,author_names,coverDate,coverYear,category
6741,2-s2.0-84992727451,5.0,Seminars in Immunopathology,"Takenaka, Maisa C.;Guereschi, Marcia G.;Basso, Alexandre S.",2017-02-01,2017,1.0
6742,2-s2.0-84978816859,2.0,PLoS Pathogens,"Ersching, Jonatan;Basso, Alexandre Salgado;Kalich, Vera Lucia Garcia;Bortoluci, Karina Ramalho;Rodrigues, Maurício M.",2016-06-01,2016,1.0
6743,2-s2.0-84954115088,18.0,Journal of Immunology,"Takenaka, Maisa Carla;Araujo, Leandro Pires;Maricato, Juliana Terzi;Nascimento, Vanessa M.;Guereschi, Marcia Grando;Rezende, Rafael Machado;Quintana, Francisco J.;Basso, Alexandre S.",2016-01-15,2016,1.0
6744,2-s2.0-84930576092,140.0,Nature Medicine,"Mascanfroni, Ivan D.;Takenaka, Maisa C.;Yeste, Ada;Patel, Bonny;Wu, Yan;Kenison, Jessica E.;Siddiqui, Shafiuddin;Basso, Alexandre S.;Otterbein, Leo E.;Pardoll, Drew M.;Pan, Fan;Priel, Avner;Clish, Clary B.;Robson, Simon C.;Quintana, Francisco J.",2015-06-09,2015,2.0
6745,2-s2.0-84896738842,12.0,"Brain, Behavior, and Immunity","Orsini, Heloisa;Araujo, Leandro P.;Maricato, Juliana T.;Guereschi, Marcia G.;Mariano, Mario;Castilho, Beatriz A.;Basso, Alexandre S.",2014-03-01,2014,1.0
6746,2-s2.0-84896077568,3.0,Planta Medica,"Molska, Graziella Rigueira;Negri, Giuseppina;Paula-Freire, Lyvia Izaura Gomes;Araujo, Leandro Pires;Köhn, Daniele Oliveira;Basso, Alexandre Salgado;Carlini, Elisaldo Araújo",2014-01-01,2014,2.0
6747,2-s2.0-84896053507,40.0,European Journal of Immunology,"Moraes-Vieira, Pedro M.M.;Larocca, Rafael A.;Bassi, Enio J.;Peron, Jean Pierre S.;Andrade-Oliveira, Vinícius;Wasinski, Frederick;Araujo, Ronaldo;Thornley, Thomas;Quintana, Francisco J.;Basso, Alexandre S.;Strom, Terry B.;Câmara, Niels O.S.",2014-01-01,2014,1.0
6748,2-s2.0-84876442790,57.0,European Journal of Immunology,"Guereschi, Marcia G.;Araujo, Leandro P.;Maricato, Juliana T.;Takenaka, Maisa C.;Nascimento, Vanessa M.;Vivanco, Bruno C.;Reis, Vanessa O.;Keller, Alexandre C.;Brum, Patrícia C.;Basso, Alexandre S.",2013-04-01,2013,1.0
6749,2-s2.0-84874828038,33.0,Journal of Immunology,"Faustino, Lucas;Da Fonseca, Denise Morais;Takenaka, Maisa Carla;Mirotti, Luciana;Florsheim, Esther Borges;Guereschi, Marcia Grando;Silva, João Santana;Basso, Alexandre Salgado;Russo, Momtchilo",2013-03-15,2013,1.0
6750,2-s2.0-84871719656,24.0,American Journal of Transplantation,"Moraes-Vieira, P. M.M.;Bassi, E. J.;Larocca, R. A.;Castoldi, A.;Burghos, M.;Lepique, A. P.;Quintana, F. J.;Araujo, R. C.;Basso, A. S.;Strom, T. B.;Câmara, N. O.S.",2013-01-01,2013,1.0
6751,2-s2.0-84871377439,2.0,Clinical and Developmental Immunology,"Olsen Saraiva Camara, Niels;Lepique, Ana Paula;Basso, Alexandre S.",2012-12-26,2012,1.0
6752,2-s2.0-84871707764,6.0,Chemical Immunology and Allergy,"Costa-Pinto, Frederico Azevedo;Basso, Alexandre Salgado",2012-12-01,2012,1.0
6753,2-s2.0-84866631736,70.0,Diabetes,"Bassi, Ênio J.;Moraes-Vieira, Pedro M.M.;Moreira-Sá, Carla S.R.;Almeida, Danilo C.;Vieira, Leonardo M.;Cunha, Cláudia S.;Hiyane, Meire I.;Basso, Alexandre S.;Pacheco-Silva, Alvaro;Câmara, Niels O.S.",2012-10-01,2012,1.0
6754,2-s2.0-84925843794,1.0,Allergy and the Nervous System,"Costa-Pinto, Frederico Azevedo;Basso, Alexandre Salgado",2012-06-22,2012,1.0
6755,2-s2.0-84855169799,21.0,Clinical and Developmental Immunology,"Faustino, Lucas;Mucida, Daniel;Keller, Alexandre Castro;Demengeot, Jocelyne;Bortoluci, Karina;Sardinha, Luiz Roberto;Carla Takenaka, Maisa;Basso, Alexandre Salgado;Faria, Ana Maria Caetano;Russo, Momtchilo",2012-01-03,2012,1.0
6756,2-s2.0-77956647977,44.0,Journal of Neuroimmunology,"Peron, Jean Pierre S.;Yang, Kayong;Chen, Mei Ling;Brandao, Wesley Nogueira;Basso, Alexandre S.;Commodaro, Alessandra G.;Weiner, Howard L.;Rizzo, Luiz V.",2010-01-01,2010,1.0
6757,2-s2.0-64149100887,59.0,Cell Research,"Basso, Alexandre S.;Cheroutre, Hilde;Mucida, Daniel",2009-04-01,2009,1.0
6758,2-s2.0-57449114794,7.0,NeuroImmunoModulation,"Zarzana, Eduardo C.;Basso, Alexandre S.;Costa-Pinto, Frederico A.;Palermo-Neto, João",2009-01-01,2009,2.0
6759,2-s2.0-57749094962,176.0,Proceedings of the National Academy of Sciences of the United States of America,"Quintana, Francisco J.;Farez, Mauricio F.;Viglietta, Vissia;Iglesias, Antonio H.;Merbl, Yifat;Izquierdo, Guillermo;Lucas, Miguel;Basso, Alexandre S.;Khoury, Samia J.;Lucchinetti, Claudia F.;Cohen, Irun R.;Weiner, Howard L.",2008-12-02,2008,2.0
6760,2-s2.0-53049110126,36.0,Journal of the Neurological Sciences,"Ochi, Hirofumi;Abraham, Michal;Ishikawa, Hiroki;Frenkel, Dan;Yang, Kaiyong;Basso, Alexandre;Wu, Henry;Chen, Mei Ling;Gandhi, Roopali;Miller, Ariel;Maron, Ruth;Weiner, Howard L.",2008-11-15,2008,2.0
6761,2-s2.0-42649095378,948.0,Nature,"Quintana, Francisco J.;Basso, Alexandre S.;Iglesias, Antonio H.;Korn, Thomas;Farez, Mauricio F.;Bettelli, Estelle;Caccamo, Mario;Oukka, Mohamed;Weiner, Howard L.",2008-05-01,2008,2.0
6762,2-s2.0-41849124231,143.0,Journal of Clinical Investigation,"Basso, Alexandre S.;Frenkel, Dan;Quintana, Francisco J.;Costa-Pinto, Frederico A.;Petrovic-Stojkovic, Sanja;Puckett, Lindsay;Monsonego, Alon;Bar-Shir, Amnon;Engel, Yoni;Gozin, Michael;Weiner, Howard L.",2008-04-01,2008,1.0
6763,2-s2.0-34347270171,21.0,"Brain, Behavior, and Immunity","Costa-Pinto, Frederico Azevedo;Basso, Alexandre Salgado;Russo, Momtchilo",2007-08-01,2007,1.0
6764,2-s2.0-33744990181,191.0,Nature Medicine,"Ochi, Hirofumi;Abraham, Michal;Ishikawa, Hiroki;Frenkel, Dan;Yang, Kaiyong;Basso, Alexandre S.;Wu, Henry;Chen, Mei Ling;Gandhi, Roopali;Miller, Ariel;Maron, Ruth;Weiner, Howard L.",2006-06-01,2006,2.0
6765,2-s2.0-34447644580,26.0,Annals of the New York Academy of Sciences,"Costa-Pinto, Frederico Azevedo;Basso, Alexandre Salgado;De Sá-Rocha, Luiz Carlos;Britto, Luiz Roberto Giorgetti;Russo, Momtchilo;Palermo-Neto, João",2006-01-01,2006,2.0
6766,2-s2.0-9944240378,33.0,"Brain, Behavior, and Immunity","Costa-Pinto, Frederico Azevedo;Basso, Alexandre Salgado;Britto, Luiz Roberto Giorgetti;Malucelli, Benjamin Eurico;Russo, Momtchilo",2005-01-01,2005,1.0
6767,2-s2.0-2142705711,19.0,Brain Research,"Basso, Alexandre Salgado;Costa-Pinto, Frederico Azevedo;Giorgetti Britto, Luiz Roberto;De Sá-Rocha, Luiz Carlos;Palermo-Neto, João",2004-05-29,2004,1.0
6768,2-s2.0-0038643777,39.0,Journal of Neuroimmunology,"Basso, Alexandre Salgado;Costa Pinto, Frederico Azevedo;Russo, Momtchilo;Giorgetti Britto, Luiz Roberto;De Sá-Rocha, Luiz Carlos;Palermo Neto, João",2003-01-01,2003,1.0
6769,2-s2.0-0034838356,13.0,NeuroImmunoModulation,"Basso, Alexandre Salgado;De Sá-Rocha, Luiz Carlos;Palermo-Neto, João",2001-09-21,2001,1.0
6770,2-s2.0-85033591720,4.0,Neurotoxicity Research,"Vrechi, Talita A.;Crunfli, Fernanda;Costa, Andressa P.;Torrão, Andréa S.",2018-05-01,2018,1.0
6771,2-s2.0-85034094487,4.0,Life Sciences,"Prieto-Almeida, Fernanda;Panveloski-Costa, Ana Carolina;Crunfli, Fernanda;da Silva Teixeira, Silvania;Nunes, Maria Tereza;Torrão, Andréa da Silva",2018-01-01,2018,1.0
6772,2-s2.0-85054138187,1.0,Journal of Alzheimer's Disease,"Crunfli, Fernanda;Mazucanti, Caio Henrique;De Moraes, Ruan Carlos MacÊdo;Costa, Andressa Pereira;Rodrigues, Alice Cristina;Scavone, Cristoforo;Torrão, Andréa Da Silva",2018-01-01,2018,1.0
6773,2-s2.0-84979600141,9.0,Journal of Proteomics,"Café-Mendes, C. C.;Ferro, E. S.;Torrão, A. S.;Crunfli, F.;Rioli, V.;Schmitt, A.;Falkai, P.;Britto, L. R.;Turck, C. W.;Martins-de-Souza, D.",2017-01-16,2017,2.0
6774,2-s2.0-84956604732,2.0,Physiology and Behavior,"Zampieri, Thais Tessari;da Silva, Tiago Eugênio Oliveira;de Paula Romeu, Deborah;da Silva Torrão, Andréa;Donato, Jose",2016-04-01,2016,1.0
6775,2-s2.0-84885107433,4.0,PLoS ONE,"Chaves-Kirsten, Gabriela P.;Mazucanti, Caio H Y;Real, Caroline C.;Souza, Bruna M.;Britto, Luiz R G;Torrão, Andréa S.",2013-10-08,2013,1.0
6776,2-s2.0-84883156200,12.0,BioMed Research International,"Villela, Darine;Atherino, Victoria Fairbanks;Lima, Larissa De Sá;Moutinho, Anderson Augusto;Amaral, Fernanda Gaspar Do;Peres, Rafael;Martins De Lima, Thais;Torrão, Andréa Da Silva;Cipolla-Neto, José;Scavone, Cristóforo;Afeche, Solange Castro",2013-09-03,2013,2.0
6777,2-s2.0-84874763983,44.0,Neuroscience,"Real, C. C.;Ferreira, A. F.B.;Chaves-Kirsten, G. P.;Torrão, A. S.;Pires, R. S.;Britto, L. R.G.",2013-05-01,2013,1.0
6778,2-s2.0-84864860691,56.0,Journal of Neuroscience Research,"Kirsten, Thiago B.;Chaves-Kirsten, Gabriela P.;Chaible, Lucas M.;Silva, Ana C.;Martins, Daniel O.;Britto, Luiz R.G.;Dagli, Maria L.Z.;Torrão, Andrea S.;Palermo-Neto, João;Bernardi, Maria M.",2012-10-01,2012,2.0
6779,2-s2.0-84863468579,52.0,Cell Death and Disease,"Mecha, M.;Torrao, A. S.;Mestre, L.;Carrillo-Salinas, F. J.;Mechoulam, R.;Guaza, C.",2012-06-01,2012,2.0
6780,2-s2.0-84867237785,31.0,Physiology and Behavior,"Santos, Taisa de Oliveira;Mazucanti, Caio Henrique Yokoyama;Xavier, Gilberto Fernando;da Silva Torrão, Andréa",2012-01-01,2012,1.0
6781,2-s2.0-84872959605,8.0,Revista Brasileira de Psiquiatria,"Torrão, Andréa S.;Café-Mendes, Cecilia C.;Real, Caroline C.;Hernandes, Marina S.;Ferreira, Ana F.B.;Santos, Taisa O.;Chaves-Kirsten, Gabriela P.;Mazucanti, Caio H.Y.;Ferro, Emer S.;Scavone, Cristoforo;Britto, Luiz R.G.",2012-01-01,2012,1.0
6782,2-s2.0-79959842014,17.0,Physiology and Behavior,"Kirsten, Thiago Berti;Chaves, Gabriela Pena;Taricano, Marina;Martins, Daniel Oliveira;Flório, Jorge Camilo;Britto, Luiz Roberto Giorgetti;Torrão, Andrea da Silva;Palermo-Neto, João;Bernardi, Maria Martha",2011-09-01,2011,2.0
6783,2-s2.0-77953610374,4.0,Neuroscience Letters,"Pires, Raquel S.;Real, Caroline C.;Folador, Thiago S.;Tellini, Nataly R.;Torrão, Andréa S.;Britto, Luiz R.G.",2010-07-01,2010,1.0
6784,2-s2.0-69249218053,21.0,Molecular Psychiatry,"Chiavegatto, S.;Izidio, G. S.;Mendes-Lana, A.;Aneas, I.;Freitas, T. A.;Torrão, A. S.;Conceiço, I. M.;Britto, L. R.G.;Ramos, A.",2009-09-01,2009,1.0
6785,2-s2.0-62749183634,18.0,Brazilian Journal of Medical and Biological Research,"Leonelli, M.;Torrão, A. S.;Britto, L. R.G.",2009-01-01,2009,1.0
6786,2-s2.0-43149096929,12.0,Journal of Neuroscience Research,"Chaves, Gabriela P.;Nogueira, Tatiane C.A.;Britto, Luiz R.G.;Bordin, Silvana;Torrão, Andréa S.",2008-05-15,2008,1.0
6787,2-s2.0-33646561549,14.0,Molecular and Cellular Endocrinology,"Anhê, Gabriel F.;Torrão, Andréa S.;Nogueira, Tatiane C.A.;Caperuto, Luciana C.;Amaral, Maria E.C.;Medina, Mayrin C.;Azevedo-Martins, Anna K.;Carpinelli, Angelo R.;Carvalho, Carla R.O.;Curi, Rui;Boschero, Antonio C.;Bordin, Silvana",2006-06-07,2006,2.0
6788,2-s2.0-23644437688,14.0,Developmental Brain Research,"Leonelli, Mauro;Britto, Luiz R G;Chaves, Gabriela P.;Torrão, Andréa S.",2005-05-12,2005,1.0
6789,2-s2.0-4644334915,12.0,Journal of Neuroscience Research,"Torrão, Andréa S.;Britto, Luiz R.G.",2004-10-01,2004,1.0
6790,2-s2.0-0038402766,9.0,Developmental Brain Research,"Torrão, Andréa S.;Lindstrom, Jon M.;Britto, Luiz R.G.",2003-06-12,2003,1.0
6791,2-s2.0-0036718221,10.0,Anais da Academia Brasileira de Ciencias,"Torrão, Andréa S.;Britto, Luiz R.G.",2002-01-01,2002,1.0
6792,2-s2.0-0036461702,2.0,Journal of Neurocytology,"Torrão, Andréa S.;Gobersztejn, Fernanda;Guedes, R. C A;Britto, L. R G",2002-01-01,2002,1.0
6793,2-s2.0-0035853506,1.0,Brain Research,"Britto, L. R G;Alves, Adilson S.;Lindstrom, Jon M.;Torrão, Andréa S.",2001-04-13,2001,1.0
6794,2-s2.0-0034751102,2.0,Brazilian Journal of Medical and Biological Research,"Torrão, A. S.;Britto, L. R.G.",2001-01-01,2001,1.0
6795,2-s2.0-0034736027,18.0,Developmental Brain Research,"Torrão, A. S.;Carmona, F. M.M.;Lindstrom, J.;Britto, L. R.G.",2000-11-30,2000,1.0
6796,2-s2.0-0034725138,2.0,Brain Research,"Torrão, A. S.;Ferro, E. S.;Lindstrom, J. M.;Britto, L. R.G.",2000-04-28,2000,1.0
6797,2-s2.0-0033987721,8.0,Brain Research,"Lohmann, Tânia H O;Torrão, Andréa S.;Britto, Luiz R G;Lindstrom, Jon;Hamassaki-Britto, Dânia E.",2000-01-10,2000,1.0
6798,2-s2.0-0031241295,8.0,Brazilian Journal of Medical and Biological Research,"Torrão, A. S.;Lindstrom, J. M.;Britto, L. R.G.",1997-10-01,1997,1.0
6799,2-s2.0-0030478949,8.0,Brain Research,"Torrão, A. S.;Lindstrom, J. M.;Britto, L. R G",1996-12-01,1996,1.0
6800,2-s2.0-0028113344,23.0,Journal of Comparative Neurology,"Britto, L. R.G.;Torrao, A. S.;Hamassaki‐Britto, D. E.;Mpodozis, J.;Keyser, K. T.;Lindstrom, J. M.;Karten, H. J.",1994-01-01,1994,1.0
6801,2-s2.0-85063737680,0.0,Microbes and Infection,"Moreno-Torres, Azaf;Malvido-Jiménez, Irving R.;Peña-Moctezuma, Alejandro de la;Castillo Sánchez, Luz O.;Fraga, Tatiana R.;Barbosa, Angela S.;Isaac, Lourdes;Sahagún-Ruiz, Alfredo",2019-01-01,2019,2.0
6802,2-s2.0-85049019051,0.0,Biotechnology Reports,"Chura-Chambi, Rosa Maria;Fraga, Tatiana Rodrigues;da Silva, Ludmila Bezerra;Yamamoto, Bruno Bernardi;Isaac, Lourdes;Barbosa, Angela Silva;Morganti, Ligia",2018-09-01,2018,2.0
6803,2-s2.0-85044966252,0.0,Frontiers in Cellular and Infection Microbiology,"da Silva, Ludmila B.;Menezes, Milene C.;Kitano, Eduardo S.;Oliveira, Ana K.;Abreu, Afonso G.;Souza, Gisele O.;Heinemann, Marcos B.;Isaac, Lourdes;Fraga, Tatiana R.;Serrano, Solange M.T.;Barbosa, Angela S.",2018-03-27,2018,1.0
6804,2-s2.0-85052377753,0.0,Current Topics in Microbiology and Immunology,"Barbosa, Angela S.;Isaac, Lourdes",2018-01-01,2018,1.0
6805,2-s2.0-85021076420,1.0,Journal of Molecular Biology,"da Costa Vasconcelos, Fernanda Nogales;Maciel, Nikolas Koshiyama;Favaro, Denize Cristina;de Oliveira, Luciana Coutinho;Barbosa, Angela Silva;Salinas, Roberto Kopke;de Souza, Robson Francisco;Farah, Chuck Shaker;Guzzo, Cristiane Rodrigues",2017-07-21,2017,2.0
6806,2-s2.0-85021333134,6.0,Frontiers in Microbiology,"Amamura, Thais A.;Fraga, Tatiana R.;Vasconcellos, Sílvio A.;Barbosa, Angela S.;Isaac, Lourdes",2017-05-30,2017,1.0
6807,2-s2.0-85018391097,8.0,Frontiers in Immunology,"Abreu, Afonso G.;Barbosa, Angela S.",2017-04-20,2017,1.0
6808,2-s2.0-85014486780,6.0,Frontiers in Microbiology,"Conde, Jonas N.;Silva, Emiliana M.;Barbosa, Angela S.;Mohana-Borges, Ronaldo",2017-02-14,2017,2.0
6809,2-s2.0-85007282636,6.0,Research in Microbiology,"Salazar, Natália;Souza, Matilde Costa Lima de;Biasioli, Amanda Gameiro;Silva, Ludmila Bezerra da;Barbosa, Angela Silva",2017-02-01,2017,1.0
6810,2-s2.0-85050231571,0.0,Moonlighting Proteins: Novel Virulence Factors in Bacterial Infections,"Salazar, Natália;Barbosa, Angela",2016-10-03,2016,1.0
6811,2-s2.0-84960503773,20.0,Immunobiology,"Castiblanco-Valencia, Mónica Marcela;Fraga, Tatiana Rodrigues;Pagotto, Ana Helena;de Toledo Serrano, Solange Maria;Abreu, Patricia Antonia Estima;Barbosa, Angela Silva;Isaac, Lourdes",2016-05-01,2016,1.0
6812,2-s2.0-84961589025,8.0,Immunology Letters,"Castiblanco-Valencia, Mónica M.;Fraga, Tatiana R.;Breda, Leandro C.D.;Vasconcellos, Sílvio A.;Figueira, Cláudio P.;Picardeau, Mathieu;Wunder, Elsio;Ko, Albert I.;Barbosa, Angela S.;Isaac, Lourdes",2016-05-01,2016,1.0
6813,2-s2.0-85027946966,7.0,Gut Microbes,"Abreu, Afonso G.;Abe, Cecilia M.;Nunes, Kamila O.;Moraes, Claudia T.P.;Chavez-Dueñas, Lucia;Navarro-Garcia, Fernando;Barbosa, Angela S.;Piazza, Roxane M.F.;Elias, Waldir P.",2016-03-07,2016,1.0
6814,2-s2.0-85009350190,12.0,Frontiers in Immunology,"Fraga, Tatiana Rodrigues;Isaac, Lourdes;Barbosa, Angela Silva",2016-01-01,2016,1.0
6815,2-s2.0-84994009745,11.0,Journal of Virology,"Conde, Jonas Nascimento;Silva, Emiliana Mandarano da;Allonso, Diego;Coelho, Diego Rodrigues;Andrade, Iamara da Silva;Medeiros, Luciano Neves de;Menezes, Joice Lima;Barbosa, Angela Silva;Mohana-Borges, Ronaldo",2016-01-01,2016,2.0
6816,2-s2.0-84950261402,8.0,BMC Microbiology,"Moraes, Claudia T.P.;Polatto, Juliana M.;Rossato, Sarita S.;Izquierdo, Mariana;Munhoz, Danielle D.;Martins, Fernando H.;Pimenta, Daniel C.;Farfan, Mauricio J.;Elias, Waldir P.;Barbosa, Ângela S.;Piazza, Roxane M.F.",2015-12-18,2015,1.0
6817,2-s2.0-84955584739,4.0,PLoS Neglected Tropical Diseases,"Breda, Leandro C.D.;Hsieh, Ching Lin;Castiblanco Valencia, Mónica M.;da Silva, Ludmila B.;Barbosa, Angela S.",2015-12-04,2015,1.0
6818,2-s2.0-84949906868,8.0,PLoS Neglected Tropical Diseases,"Breda, Leandro C.D.;Hsieh, Ching Lin;Castiblanco Valencia, Mónica M.;da Silva, Ludmila B.;Barbosa, Angela S.;Blom, Anna M.;Yung-Fu, Chang;Isaac, Lourdes",2015-10-30,2015,1.0
6819,2-s2.0-84983102542,7.0,Immunobiology,"Sahagún-Ruiz, Alfredo;Breda, Leandro Carvalho Dantas;Castiblanco Valencia, Mónica Marcela;Elias, Waldir P.;Munthe-Fog, Lea;Garred, Peter;Barbosa, Angela Silva;Isaac, Lourdes",2015-10-01,2015,1.0
6820,2-s2.0-84936754594,17.0,Journal of Infectious Diseases,"Abreu, Afonso G.;Fraga, Tatiana R.;Granados Martinez, Adriana P.;Kondo, Marcia Y.;Juliano, Maria A.;Juliano, Luiz;Navarro-Garcia, Fernando;Isaac, Lourdes;Barbosa, Angela S.;Elias, Waldir P.",2015-01-01,2015,1.0
6821,2-s2.0-84923050859,21.0,Infection and Immunity,"da Silva, Ludmila Bezerra;Miragaia, Lidia Dos Santos;Dantas Breda, Leandro Carvalho;Abe, Cecilia Mari;Braga Schmidt, Mariana Costa;Moro, Ana Maria;Monaris, Denize;Conde, Jonas Nascimento;Józsi, Mihály;Isaac, Lourdes;Estima Abreu, Patrícia Antônia;Barbosa, Angela Silva",2015-01-01,2015,1.0
6822,2-s2.0-84961183444,2.0,Molecular Medical Microbiology: Second Edition,"Fraga, Tatiana Rodrigues;Carvalho, Eneas;Isaac, Lourdes;Barbosa, Angela Silva",2014-11-26,2014,1.0
6823,2-s2.0-84914706558,15.0,PLoS ONE,"Salazar, Natália;Castiblanco-Valencia, Mónica Marcela;Da Silva, Ludmila Bezerra;De Castro, Íris Arantes;Monaris, Denize;Masuda, Hana Paula;Barbosa, Angela Silva;Arêas, Ana Paula Mattos",2014-11-19,2014,2.0
6824,2-s2.0-84908626316,9.0,PLoS ONE,"Sahagún-Ruiz, Alfredo;Martinez, Adriana Patricia Granados;Breda, Leandro Carvalho Dantas;Fraga, Tatiana Rodrigues;Valencia, Mónica Marcela Castiblanco;Barbosa, Angela Silva;Isaac, Lourdes",2014-10-27,2014,1.0
6825,2-s2.0-84895725251,37.0,Journal of Infectious Diseases,"Fraga, Tatiana Rodrigues;Courrol, Daniella Dos Santos;Castiblanco-Valencia, Mónica Marcela;Hirata, Izaura Yoshico;Vasconcellos, Sílvio Arruda;Juliano, Luiz;Barbosa, Angela Silva;Isaac, Lourdes",2014-01-01,2014,1.0
6826,2-s2.0-84894283827,37.0,PLoS ONE,"Wolff, Danielly G.;Castiblanco-Valencia, Mónica M.;Abe, Cecília M.;Monaris, Denize;Morais, Zenaide M.;Souza, Gisele O.;Vasconcellos, Sílvio A.;Isaac, Lourdes;Abreu, Patrícia A.E.;Barbosa, Angela S.",2013-11-27,2013,1.0
6827,2-s2.0-84857588385,78.0,Journal of Infectious Diseases,"Castiblanco-Valencia, Mónica Marcela;Fraga, Tatiana Rodrigues;Silva, Ludmila Bezerra Da;Monaris, Denize;Abreu, Patrícia Antônia Estima;Strobel, Stefanie;Józsi, Mihály;Isaac, Lourdes;Barbosa, Angela Silva",2012-03-15,2012,1.0
6828,2-s2.0-84856934664,10.0,Journal of Biological Chemistry,"Hauk, Pricila;Barbosa, Angela Silva;Ho, Paulo Lee;Farah, Chuck Shaker",2012-02-10,2012,2.0
6829,2-s2.0-84863898988,3.0,Recent Patents on DNA and Gene Sequences,"Carvalho, Eneas;Ching, Ana Tung Ching;Abreu, Patricia Antonia Estima;Ho, Paulo Lee;Barbosa, Angela Silva",2012-01-01,2012,1.0
6830,2-s2.0-84874076033,1.0,Frontiers in Immunology,"Silva, Aldacilene Souza;Valencia, Mónica Marcela Castiblanco;Cianciarullo, Aurora Marques;Vasconcellos, Sílvio Arruda;Barbosa, Angela Silva;Isaac, Lourdes",2011-12-01,2011,1.0
6831,2-s2.0-79953039020,51.0,Scandinavian Journal of Immunology,"Fraga, T. R.;Barbosa, A. S.;Isaac, L.",2011-05-01,2011,1.0
6832,2-s2.0-79955370109,7.0,Memorias do Instituto Oswaldo Cruz,"Magalhães, Caroline A.;Rossato, Sarita S.;Barbosa, Ângela S.;dos Santos, Thiago O.;Elias, Waldir P.;Sircili, Marcelo P.;Piazza, Roxane M F",2011-03-01,2011,1.0
6833,2-s2.0-77953940510,49.0,Infection and Immunity,"Barbosa, Angela S.;Monaris, Denize;Silva, Ludmila B.;Morais, Zenaide M.;Vasconcellos, Sílvio A.;Cianciarullo, Aurora M.;Isaac, Lourdes;Abreu, Patricia A.E.",2010-07-01,2010,1.0
6834,2-s2.0-76949101427,18.0,Current Microbiology,"Carvalho, Eneas;Barbosa, Angela S.;Gómez, Ricardo M.;Oliveira, Maria L.S.;Romero, Eliete C.;Gonçales, Amane P.;Morais, Zenaide M.;Vasconcellos, Sílvio A.;Ho, Paulo L.",2010-02-01,2010,2.0
6835,2-s2.0-67349098522,11.0,Molecular Immunology,"Aguilar-Ramirez, P.;Reis, E. S.;Florido, M. P.C.;Barbosa, A. S.;Farah, C. S.;Costa-Carvalho, B. T.;Isaac, L.",2009-06-01,2009,1.0
6836,2-s2.0-64049090747,44.0,FEBS Letters,"Carvalho, Eneas;Barbosa, Angela S.;Gómez, Ricardo M.;Cianciarullo, Aurora M.;Hauk, Pricila;Abreu, Patrícia A.;Fiorini, Leonardo C.;Oliveira, Maria L.S.;Romero, Eliete C.;Gonçales, Amane P.;Morais, Zenaide M.;Vasconcellos, Sílvio A.;Ho, Paulo L.",2009-04-17,2009,2.0
6837,2-s2.0-62449245696,56.0,Infection and Immunity,"Barbosa, Angela S.;Abreu, Patricia A.E.;Vasconcellos, Sílvio A.;Morais, Zenaide M.;Gonçales, Amane P.;Silva, Aldacilene S.;Dana, Mohamed R.;Isaac, Lourdes",2009-03-01,2009,1.0
6838,2-s2.0-67449159213,3.0,Journal of Endocrinology,"Costa, Marcia Helena Soares;Latronico, Ana Claudia;Martin, Regina Matsunaga;Barbosa, Angela S.;Almeida, Madson Q.;Lotfi, Claudimara Ferini Pacicco;Lima Valassi, Helena P.;Nishi, Miriam Yumie;Lucon, Antonio Marmo;Siqueira, Sheila Aparecida;Zerbini, Maria Cladia Nogueira;Carvalho, Luciani Renata;Mendonca, Berenice Bilharinho;Fragoso, Maria Candida Barisson Villares",2009-01-01,2009,2.0
6839,2-s2.0-56549107145,28.0,Microbial Pathogenesis,"Gómez, Ricardo M.;Vieira, Monica L.;Schattner, Mirta;Malaver, Elisa;Watanabe, Monica M.;Barbosa, Angela S.;Abreu, Patricia A.E.;de Morais, Zenaide M.;Cifuente, Javier O.;Atzingen, Marina V.;Oliveira, Tatiane R.;Vasconcellos, Silvio A.;Nascimento, Ana L.T.O.",2008-11-01,2008,2.0
6840,2-s2.0-46249119468,104.0,Infection and Immunity,"Hauk, Pricila;Macedo, Felipe;Romero, Eliete Caló;Vasconcellos, Sílvio Arruda;De Morais, Zenaide Maria;Barbosa, Angela Silva;Ho, Paulo Lee",2008-06-01,2008,2.0
6841,2-s2.0-44049105810,73.0,BMC Microbiology,"Atzingen, Marina V.;Barbosa, Angela S.;De Brito, Thales;Vasconcellos, Silvio A.;De Morais, Zenáide M.;Lima, Dirce M.C.;Abreu, Patricia A.E.;Nascimento, Ana L.T.O.",2008-01-01,2008,2.0
6842,2-s2.0-35448938525,22.0,FEMS Microbiology Letters,"Vieira, Monica L.;D'Atri, Lina P.;Schattner, Mirta;Habarta, Alejandra M.;Barbosa, Angela S.;De Morais, Zenaide M.;Vasconcellos, Silvio A.;Abreu, Patricia A.E.;Gómez, Ricardo M.;Nascimento, Ana L.T.O.",2007-11-01,2007,2.0
6843,2-s2.0-35349010556,26.0,Journal of Clinical Endocrinology and Metabolism,"Araújo, Rogério S.;Mendonca, Berenice B.;Barbosa, Ângela S.;Lin, Chin J.;Marcondes, José A.M.;Billerbeck, Ana Elisa C.;Bachega, Tânia A.S.S.",2007-01-01,2007,2.0
